Id,Open Date,City,City Group,Type,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,revenue
3748,03/14/2012,İstanbul,Big Cities,IL,3,5,4,4,1,2,5,5,5,5,1,4,5,1,0,2,1,1,1,2,1,2,1,0,1,1,0,1,3,4,5,0,4,0,4,3,3,2861951.884
3749,04/13/2007,Ankara,Big Cities,FC,3,6,3,6,2,1,5,10,5,5,4,10,5,0,0,0,0,0,10,3,6,1,5,0,0,0,0,10,7.5,0,0,0,0,0,0,0,0,6267662.365
3750,12/23/2005,İstanbul,Big Cities,IL,4,5,4,4,2,3,5,5,4,4,2,4,4,3,2,4,4,4,4,5,2,2,3,3,1,1,4,4,2,5,4,3,5,3,4,3,4,4794422.584
3751,08/02/2010,Sakarya,Other,IL,4,4,4,3,1,2,5,4,5,4,3,5,4,3,2,4,2,3,4,4,1,4,5,4,4,0,2,4,2,0,1,2,3,5,5,4,4,4016869.891
3752,11/16/2012,Konya,Other,IL,9,2,4.5,6,4,6,10,10,5,10,2,10,7.5,0,0,0,0,0,10,4,6,2,15,0,0,0,0,7.5,5,0,0,0,0,0,0,0,0,3336442.583
3753,06/09/2007,Antalya,Other,FC,1,3,4,3,2,2,5,5,5,5,2,5,5,0,0,0,0,0,1,3,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3443244.981
3754,10/06/2006,Antalya,Other,FC,4,5,4,4,1,2,5,5,4,5,4,4,5,0,0,0,0,0,3,5,2,4,1,0,0,0,0,3,2,0,0,0,0,0,0,3,0,4020348.134
3755,03/14/2012,Ankara,Big Cities,IL,3,4,4,4,1,2,5,5,5,5,2,5,5,1,2,12,1,12,3,2,3,2,1,1,1,1,2.5,5,3,4,5,4,4,3,4,3,3,4203525.045
3756,12/02/2007,İstanbul,Big Cities,IL,2,4,4,4,1,3,5,5,5,5,1,5,5,0,0,0,0,0,2,1,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3796808.344
3757,01/16/1999,İstanbul,Big Cities,FC,2,5,2,4,2,1,5,4,4,4,4,4,4,0,0,0,0,0,1,1,3,1,4,0,0,0,0,2,3,0,0,0,0,0,0,4,0,8050985.73
3758,02/01/2011,İstanbul,Big Cities,FC,2,4,4,3,1,3,5,5,5,5,1,5,5,0,0,0,0,0,1,3,1,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3257251.474
3759,11/17/1995,Ankara,Big Cities,FC,4,5,5,4,1,5,5,4,4,4,3,4,4,0,0,0,0,0,3,5,3,2,2,0,0,4,0,4,2,0,0,0,0,0,0,0,0,5505103.053
3760,12/03/2012,Çankırı,Other,FC,3,3,4,4,2,2,2,4,5,5,4,4,5,5,0,0,1,0,5,3,2,1,2,3,0,4,0,3,3,0,0,2,0,0,0,0,0,3136876.566
3761,05/18/1998,Çorum,Other,FC,2,3,6,4,2,4,3,5,5,5,2,6,6,15,0,0,9,0,5,1,6,1,20,0,0,0,0,1,5,0,0,0,4,0,0,0,0,3683911.212
3762,09/20/2013,İstanbul,Big Cities,IL,3,5,3,4,1,4,5,3,4,5,2,5,5,0,0,4,1,0,3,1,2,1,1,0,0,0,3,5,1,0,0,0,0,0,0,3,0,2727824.343
3763,09/09/2005,Ankara,Big Cities,IL,4,5,5,5,1,5,5,4,4,5,3,3,4,3,5,5,5,5,4,5,5,3,4,5,4,5,4,3,3,3,1,2,2,0,4,5,1,5503184.3
3764,07/12/2013,İstanbul,Big Cities,IL,4,5,4,4,1,3,5,3,4,5,5,4,5,0,0,0,0,0,4,5,4,1,5,0,0,0,0,4,1,0,0,0,0,0,4,0,0,3153253.153
3765,04/12/2013,Kocaeli,Other,IL,2,2,4,4,3,1,1,5,5,5,2,4,5,0,0,0,0,0,3,3,2,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2765187.704
3766,12/17/2010,Mardin,Other,IL,3,3,4,3,2,2,5,4,5,4,3,5,5,0,2,3,1,3,5,5,1,2,5,1,1,1,1,2,3,0,1,4,3,4,4,4,1,4106838.192
3767,05/05/2007,İstanbul,Big Cities,IL,3,5,4,4,2,3,5,5,5,5,3,5,5,2,2,2,4,3,2,2,1,1,1,4,3,1,4,1,3,5,4,5,2,0,4,3,5,4111532.774
3768,11/05/2009,İstanbul,Big Cities,IL,3,5,4,5,2,3,5,5,5,5,4,4,5,3,4,4,0,0,5,4,2,1,3,5,0,0,0,4,3,5,0,4,3,4,4,5,0,5892148.998
3769,08/13/2011,İstanbul,Big Cities,FC,4,5,4,5,2,5,1,4,4,5,2,5,5,0,0,0,0,0,1,5,1,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,4499773.93
3770,12/31/1997,Ankara,Big Cities,FC,3,5,4,5,4,3,5,5,4,4,3,4,4,0,5,5,3,4,5,5,2,3,2,3,3,3,0,3,3,0,0,4,0,4,4,5,0,4535005.36
3771,04/14/2010,İstanbul,Big Cities,FC,4,5,4,4,1,4,5,3,4,4,1,4,4,0,0,0,0,0,2,4,1,4,1,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3415449.339
3772,03/07/2010,Mersin,Other,IL,3,4,4,3,1,3,5,4,4,4,3,5,4,0,0,0,0,0,3,2,1,3,10,0,0,4,0,2,3,0,0,0,0,0,0,0,3,3797278.703
3773,09/13/1999,Bilecik,Other,DT,3,4,4,5,1,2,10,5,5,5,2,5,6,0,0,0,0,0,2,3,1,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3945663.292
3774,05/01/1998,Bursa,Other,FC,4,7.5,4,5,2,4,5,4,4,4,4,3,4,0,0,0,0,0,5,15,4,4,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5505286.076
3775,12/02/2008,İzmir,Big Cities,FC,12,5,5,3,1,3,5,5,10,5,2,5,7.5,0,0,0,3,0,2,2,2,1,1,0,0,0,0,3,5,0,3,0,0,0,0,0,0,6350932.204
3776,02/21/2013,Tanımsız,Other,IL,3,4,4,4,2,2,5,5,5,5,1,5,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1996821.124
3777,12/21/2012,İstanbul,Big Cities,FC,2,4,4,4,2,2,5,4,4,5,3,5,5,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2760623.42
3778,08/07/2013,İstanbul,Big Cities,FC,6,4.5,6,6,2,2,2,6,8,8,10,6,6,0,0,0,0,0,5,12,6,2,10,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,3262213.44
3779,03/19/2012,Çanakkale,Other,IL,9,7.5,6,7.5,4,4,10,2,6,5,10,2,6,9,8,0,15,15,2,1,15,1,5,10,10,0,0,1,2.5,5,3,25,6,30,15,20,4,3168122.496
3780,10/23/2004,Antalya,Other,FC,2,4,4,4,1,2,5,5,5,5,2,5,6,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3035664.697
3781,09/23/2008,Edirne,Other,IL,1,1,4,4,2,1,10,8,4,4,2,4,4,1,0,0,1,0,1,1,1,1,5,1,0,0,5,5,2,2,0,0,0,0,4,0,4,3995026.086
3782,05/03/2009,Balıkesir,Other,FC,4,5,4,6,2,4,10,8,4,10,5,8,5,0,0,0,0,0,25,5,2,4,25,0,0,0,0,10,2,0,0,0,0,0,0,0,0,4638763.384
3783,07/30/2010,Ankara,Big Cities,IL,5,5,4,4,2,2,5,5,4,4,2,4,4,4,3,3,5,4,5,4,1,3,2,2,2,3,5,2,3,5,5,4,4,4,4,0,2,3980307.58
3784,09/15/2007,İstanbul,Big Cities,FC,6,4.5,4,7.5,6,4,5,10,10,5,2,10,7.5,1,0,2,0,0,20,5,3,3,3,0,0,5,0,5,5,0,0,0,2,0,0,0,5,5392919.118
3785,08/02/1995,İstanbul,Big Cities,IL,3,5,4,5,2,2,5,1,4,4,5,2,4,2,4,5,3,4,5,5,5,1,3,3,4,4,4,3,2,5,1,5,2,4,4,4,2,6921331.011
3786,09/17/2009,Ankara,Big Cities,FC,2,5,5,4,1,8,10,5,5,5,1,4,7.5,3,0,0,0,0,5,5,3,2,4,2,0,0,0,2.5,1,0,0,20,0,0,0,16,0,5210279.365
3787,12/12/2011,Çanakkale,Other,FC,6,3,6,7.5,6,2,10,8,10,10,8,10,7.5,0,0,0,0,1,25,15,1,2,15,0,0,0,0,5,3,3,0,0,0,0,0,2,0,4039488.397
3788,09/28/2008,İstanbul,Big Cities,FC,4,4,4,4,2,3,5,5,5,5,2,5,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3698333.213
3789,08/01/2000,Kars,Other,IL,3,4,4,5,3,2,5,4,5,5,4,5,5,0,0,0,0,0,5,5,2,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,5298895.91
3790,10/26/2009,Kocaeli,Other,FC,4,5,4,5,1,4,5,4,4,4,5,3,4,0,0,0,0,0,5,5,5,2,4,0,0,0,0,5,2,0,0,0,2,5,0,0,0,5332572.329
3791,03/14/2012,Kocaeli,Other,IL,3,4,4,4,1,2,5,5,5,5,2,5,5,1,2,2,1,1,3,2,1,2,1,1,1,1,2,1,3,4,5,4,4,3,4,3,3,2786179.828
3792,01/22/2013,İstanbul,Big Cities,FC,12,5,3,4,1,2,2,4,10,10,4,4,7.5,0,0,0,0,0,10,5,2,2,4,0,10,12.5,10,12.5,10,15,0,15,4,0,12,16,0,2805156.621
3793,11/08/2013,İstanbul,Big Cities,FC,3,5,4,4,3,5,5,5,4,4,2,4,4,0,0,0,0,0,3,4,2,2,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1848135.962
3794,10/15/2012,Aksaray,Other,IL,3,7.5,4,6,1,2,10,5,8,5,8,8,6,0,0,0,0,0,3,1,1,1,10,0,0,0,0,7.5,3,0,0,0,0,0,0,0,0,4085646.734
3795,08/14/2009,İstanbul,Big Cities,FC,2,4,4,4,2,4,5,5,5,5,2,5,5,1,0,0,0,5,3,5,1,4,1,0,0,0,0,3,3,1,0,0,2,0,4,0,3,4185763.664
3796,07/15/2013,İstanbul,Big Cities,IL,2,1,4,4,1,2,1,4,4,5,4,4,5,0,0,4,0,0,2,3,1,2,1,2,0,0,1,2,3,0,0,3,3,3,0,0,0,2524272.332
3797,10/06/2010,İstanbul,Big Cities,IL,4,5,4,6,4,6,5,5,5,5,1,5,5,3,2,4,4,4,2,4,3,3,1,4,5,5,0,3,3,3,3,3,4,4,4,4,4,3992925.825
3798,07/10/2013,Adana,Other,FC,5,5,3,4,2,2,5,5,5,5,4,4,5,0,0,4,0,0,3,5,1,3,2,0,0,0,4,3,2,0,0,0,0,0,0,0,0,3192383.407
3799,01/22/2013,İstanbul,Big Cities,FC,12,5,4,5,1,5,5,5,10,5,2,5,5,1,4,0,0,0,2,5,2,4,1,2,1,2,1,12.5,10,5,2,5,2,5,4,4,1,3118015.336
3800,01/27/2005,Ankara,Big Cities,IL,3,7.5,6,5,1,3,10,4,10,10,4,10,7.5,0,8,12,0,0,3,15,1,1,15,0,0,12.5,0,1,3,15,15,0,0,0,0,16,2,5446494.739
3801,03/19/2009,Diyarbakır,Other,FC,4,5,4,4,2,2,5,4,4,4,3,4,3,0,0,0,0,0,5,5,4,4,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5298247.487
3802,11/02/2000,İstanbul,Big Cities,FC,2,4,3,4,2,3,5,4,5,5,3,5,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,6835124.409
3803,03/28/2009,Muğla,Other,IL,3,3,4,4,2,1,5,5,4,5,5,4,5,0,0,0,2,0,2,4,1,2,1,0,5,0,0,2,3,3,0,0,2,0,0,0,0,3398731.424
3804,12/07/2004,İstanbul,Big Cities,DT,4,5,6,4,2,2,5,4,5,5,3,5,5,12,0,15,0,0,25,5,9,2,25,0,4,0,0,2,2,0,0,0,4,0,0,20,0,5544469.393
3805,05/01/2009,İstanbul,Big Cities,FC,4,5,4,5,2,2,5,5,5,4,2,5,5,0,0,3,5,4,5,2,1,3,2,0,0,0,5,2,3,0,5,4,0,0,0,0,2,4089250.067
3806,03/07/2010,Antalya,Other,FC,4,5,4,5,1,4,5,4,5,5,1,5,5,3,0,0,0,3,5,5,2,2,1,2,0,4,5,3,3,3,5,5,0,0,0,0,0,4375153.91
3807,06/09/2007,Batman,Other,FC,4,3,4,4,3,2,5,5,4,5,3,5,5,0,0,0,0,12,4,2,1,1,3,0,0,0,0,2,5,0,0,20,0,0,0,16,0,3443244.981
3808,04/03/2010,Eskişehir,Other,IL,1,2,4,4,2,2,5,5,4,5,3,4,5,0,0,0,0,0,1,1,1,1,1,2,0,0,2,1,3,0,0,0,0,0,0,3,0,3291886.351
3809,09/07/2010,İstanbul,Big Cities,FC,4,5,4,4,1,4,5,5,5,5,1,5,4,2,0,0,0,1,5,5,1,5,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,4173911.768
3810,12/18/1998,Kocaeli,Other,IL,5,5,4,4,2,2,5,4,4,4,3,4,3,2,3,4,2,5,5,5,3,3,1,1,0,1,2,4,2,4,3,5,0,3,5,4,3,4968399.518
3811,02/21/2013,İstanbul,Big Cities,IL,3,5,4,5,2,2,5,5,5,5,1,5,5,0,0,0,0,0,3,1,1,2,1,0,0,0,3,3,3,0,0,0,4,0,4,3,0,2939429.413
3812,01/27/2005,İzmir,Big Cities,FC,4,5,4,4,4,6,5,4,10,5,1,10,5,0,0,0,0,0,3,3,2,4,4,0,0,0,0,2,7.5,0,0,0,0,0,0,0,0,5356636.129
3813,10/04/2013,Ankara,Big Cities,FC,4,7.5,4,6,2,4,10,4,4,4,10,3,7.5,0,0,0,0,0,5,5,4,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2547058.758
3814,12/11/2012,Ankara,Big Cities,IL,4,5,4,4,3,1,1,4,5,5,3,5,5,0,0,4,0,0,3,2,2,4,1,1,0,0,0,2,3,4,0,5,2,4,4,0,0,2728456.965
3815,06/07/2013,İstanbul,Big Cities,IL,4,5,4,4,2,2,5,4,4,4,4,4,3,0,0,0,0,0,5,5,3,4,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2773650.71
3816,06/27/2007,Antalya,Other,IL,12,4,4.5,6,2,4,10,6,8,8,10,6,6,0,0,0,0,0,15,15,4,1,20,0,0,0,2.5,5,7.5,20,0,0,0,0,0,0,0,4602060.503
3817,06/16/2012,İzmir,Big Cities,FC,1,2,0,5,3,1,5,4,4,5,3,4,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4055875.823
3818,03/16/2007,Denizli,Other,FC,4,4,6,6,2,4,10,5,10,5,6,4,5,15,0,0,0,0,4,2,6,1,3,10,6,7.5,0,2,3,0,0,0,4,18,0,16,8,3979073.242
3819,01/31/2012,Ankara,Big Cities,FC,9,7.5,5,4,6,2,5,5,5,5,4,4,7.5,0,0,0,0,0,4,5,3,5,2,0,3,0,2.5,4,2,25,1,0,0,18,12,0,6,4116409.199
3820,08/25/2007,Yalova,Other,IL,2,3,4,3,2,2,5,4,5,5,4,5,5,0,4,3,0,4,3,5,3,2,3,2,2,0,1,3,3,5,5,4,2,3,4,4,1,4592002.612
3821,04/19/2013,İstanbul,Big Cities,FC,2,2,4,5,1,3,4,5,4,5,5,3,5,0,0,0,0,0,1,1,5,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2918572.69
3822,10/21/2011,Düzce,Other,FC,4,5,4,4,1,3,5,5,5,5,5,5,4,0,0,0,0,0,3,5,1,4,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4455804.079
3823,11/26/2010,Batman,Other,IL,4,5,4,4,2,3,5,5,5,5,3,4,4,0,3,0,3,0,4,5,5,3,3,3,0,0,0,4,2,4,0,0,0,4,4,0,0,4775041.024
3824,11/27/2011,İstanbul,Big Cities,IL,5,5,4,4,1,2,5,4,4,5,6,3,4,0,0,0,0,0,3,12,1,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5829757.028
3825,07/15/2011,Bursa,Other,IL,4,3,3,5,2,1,3,4,4,5,3,4,5,4,2,4,4,3,2,5,1,5,2,0,4,2,2,2,2,3,1,20,2,4,4,3,2,3416784.045
3826,09/15/2011,İstanbul,Big Cities,FC,2,5,6,7.5,2,2,10,6,8,5,10,5,5,15,0,0,0,9,25,15,1,1,20,10,10,0,0,3,2.5,0,0,10,0,24,12,0,4,5098374.986
3827,03/05/1996,Malatya,Other,FC,12,4,4,5,2,4,10,8,10,5,2,3,5,0,0,0,0,0,4,5,9,2,10,0,0,0,0,2,7.5,0,0,0,0,0,0,0,0,3738884.242
3828,08/01/2010,Bursa,Other,FC,4,5,4,4,1,3,5,5,5,5,1,5,5,0,0,0,0,0,1,1,2,1,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5112691.492
3829,05/01/2012,Kocaeli,Other,FC,9,5,4.5,4,4,4,5,4,4,10,5,3,7.5,0,0,0,0,0,5,3,3,1,5,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,5172660.305
3830,01/20/2012,Denizli,Other,FC,15,7.5,5,3,4,8,10,6,8,5,10,6,5,0,8,0,0,0,2,15,15,1,1,10,10,0,2.5,1,3,0,0,0,4,24,12,0,0,3183631.995
3831,11/25/2011,Hatay,Other,FC,3,2,3,4,2,1,5,5,5,5,1,5,5,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3091340.925
3832,12/30/2011,Hatay,Other,FC,3,5,4,4,4,2,5,8,5,5,5,5,5,0,0,0,0,0,20,2,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4801539.534
3833,11/01/2007,İstanbul,Big Cities,IL,5,5,4,4,2,4,5,4,4,4,3,3,5,0,2,5,0,0,5,5,3,3,4,5,4,0,1,2,3,0,1,2,2,3,5,5,1,4387039.614
3834,12/03/2012,İstanbul,Big Cities,IL,6,3,4,5,6,2,10,8,10,5,4,5,7.5,5,4,4,1,12,25,12,2,3,4,2,4,4,0,5,2,5,9,15,4,3,4,12,3,2952132.314
3835,06/24/2011,Antalya,Other,IL,3,3,4,4,1,2,5,5,5,4,2,5,5,2,4,4,2,4,5,5,2,2,3,5,2,2,4,4,3,5,5,4,3,4,4,5,1,4032519.32
3836,01/22/2013,İstanbul,Big Cities,FC,3,5,3,4,2,3,5,5,10,5,2,4,5,0,0,12,0,0,3,1,1,1,1,0,0,0,0,2,3,4,0,0,0,0,0,3,0,3039869.77
3837,11/17/1995,Manisa,Other,FC,4,4,3,4,2,3,5,4,4,4,3,5,4,0,0,0,0,0,3,5,1,2,2,5,0,0,0,4,3,0,0,0,0,0,0,0,0,4603498.848
3838,08/13/2011,Tanımsız,Other,FC,1,2,3,3,1,1,5,5,5,5,4,4,5,0,0,0,0,0,1,5,1,1,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3422884.461
3839,07/16/2012,İstanbul,Big Cities,FC,4,4,4,4,1,2,5,5,5,5,3,5,5,0,4,3,0,0,2,5,1,1,1,4,4,4,0,3,3,0,0,0,0,3,4,3,0,4174926.438
3840,10/04/2012,Ankara,Big Cities,FC,2,6,4,3,4,5,5,5,5,5,2,5,5,0,0,0,0,0,1,1,1,5,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3345223.401
3841,09/01/2001,Aydın,Other,FC,3,5,4,3,2,5,1,5,5,5,2,5,5,1,2,2,1,3,2,2,1,2,1,5,5,5,5,2,3,3,3,2,2,2,4,4,3,5531325.643
3842,07/12/2012,Mersin,Other,IL,2,3,3,4,1,4,5,5,5,5,1,5,5,0,0,0,0,0,5,5,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3255351.251
3843,11/17/1995,İstanbul,Big Cities,FC,4,5,5,4,1,5,5,4,4,4,3,4,5,0,0,0,0,0,2,5,1,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7941425.684
3844,06/01/2010,Denizli,Other,IL,4,4,4,4,2,2,5,4,5,5,3,5,5,3,4,4,3,3,5,5,3,3,5,5,5,5,3,3,3,3,3,4,1,1,4,3,1,3716684.841
3845,05/15/2012,İstanbul,Big Cities,FC,4,2,4,4,2,2,5,4,5,5,3,5,5,3,4,4,2,1,4,4,1,3,2,1,2,2,5,2,3,1,1,3,2,5,4,4,3,3616580.206
3846,10/11/2010,Konya,Other,IL,12,4,4,4,2,4,5,4,5,5,4,5,5,3,4,4,0,0,3,5,1,5,1,3,3,3,3,5,3,5,5,3,2,3,4,4,4,4406120.815
3847,09/09/2010,Ordu,Other,IL,2,4,4,4,2,2,5,4,5,5,3,5,5,0,3,4,2,4,2,5,1,1,3,1,0,0,2,1,3,0,2,3,2,0,0,0,3,3719680.808
3848,06/24/2012,Kocaeli,Other,FC,4,4,4,4,1,2,5,4,5,5,2,5,5,0,0,0,0,0,1,5,4,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3845790.883
3849,11/05/2008,Ankara,Big Cities,IL,2,2,6,4,2,3,4,10,5,5,3,5,5,1,0,3,1,0,25,3,2,2,3,2,5,3,3,1,2,3,3,0,1,2,0,2,0,4018907.87
3850,12/24/2010,İstanbul,Big Cities,IL,4,5,4,4,2,2,5,5,5,5,2,5,5,4,4,3,5,4,5,4,2,3,4,3,2,0,5,2,2,5,3,4,4,4,4,5,2,4156033.932
3851,11/26/2010,İstanbul,Big Cities,IL,5,5,4,4,2,3,5,4,4,4,3,4,4,0,0,0,0,0,4,5,2,3,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4772637.936
3852,10/25/2013,Balıkesir,Other,FC,12,7.5,6,6,4,6,5,8,8,8,10,6,6,0,0,0,0,0,25,15,15,3,5,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,3201736.291
3853,08/11/2010,İstanbul,Big Cities,IL,2,3,4,5,2,2,5,5,4,5,3,5,5,1,1,0,0,0,2,1,1,2,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,3312292.698
3854,01/22/2013,İstanbul,Big Cities,IL,12,7.5,4,4,2,2,5,8,10,4,4,10,3,9,8,2,9,5,10,5,3,5,2,1,10,12.5,10,12.5,1,0,3,15,0,24,5,4,3,3295888.304
3855,01/27/2005,İstanbul,Big Cities,FC,4,3,4,4,1,2,5,4,4,5,3,5,5,0,0,0,0,0,3,5,2,4,3,0,0,0,0,2,3,5,0,0,0,0,0,0,0,4438820.321
3856,04/01/2000,İstanbul,Big Cities,FC,4,5,4,4,2,8,5,4,5,5,4,6,4,0,0,0,0,0,5,5,2,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,8,7359835.292
3857,07/09/2013,İstanbul,Big Cities,IL,9,4.5,3,7.5,2,3,6,8,10,10,6,6,7.5,0,0,0,0,0,1,6,1,3,10,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3128425.605
3858,03/05/2012,Ankara,Big Cities,FC,6,2,6,7.5,6,1,10,10,4,10,4,4,7.5,0,0,1,0,0,5,6,9,1,5,0,3,0,0,2.5,7.5,2,0,3,0,0,0,0,0,3642281.119
3859,02/07/2007,Diyarbakır,Other,FC,3,5,4,4,1,4,5,4,5,5,3,5,4,0,0,0,4,0,2,4,1,2,3,0,0,0,0,3,3,0,0,0,0,0,0,0,2,4573592.99
3860,11/27/2011,İstanbul,Big Cities,IL,4,5,4,3,1,4,5,5,4,8,3,8,6,0,0,0,0,0,15,12,3,5,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4226611.199
3861,06/08/2000,Batman,Other,FC,3,4,4,4,2,2,5,4,4,5,4,5,5,0,0,0,0,0,5,5,3,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5507575.915
3862,05/02/2008,Konya,Other,FC,12,7.5,6,6,4,4,10,8,10,10,6,10,7.5,0,0,0,0,0,20,15,3,3,15,0,0,0,0,7.5,5,0,0,0,0,0,0,0,0,4705362.425
3863,04/26/2013,İstanbul,Big Cities,IL,9,4,3,4,2,4,10,8,8,5,10,6,6,3,0,0,0,0,5,15,3,1,4,0,4,5,12.5,10,5,20,0,15,4,0,0,0,0,3766696.105
3864,09/06/1996,İstanbul,Big Cities,IL,4,5,4,4,2,2,5,4,4,5,4,4,5,3,5,5,3,4,3,5,3,5,2,3,3,3,1,4,3,3,1,3,2,3,4,5,3,5236671.151
3865,06/04/1996,Ankara,Big Cities,FC,4,5,4,4,1,3,5,5,5,5,3,5,5,0,0,0,0,4,1,5,2,4,2,0,0,0,2,2,3,0,2,0,0,0,0,0,0,4856007.777
3866,02/19/2010,Edirne,Other,FC,3,5,4,4,3,2,5,4,5,5,3,5,5,0,0,0,0,0,5,5,3,3,2,0,0,0,0,2,3,0,0,0,0,0,0,3,0,4063847.343
3867,11/25/2009,Mersin,Other,FC,2,4,4,4,2,2,4,4,5,4,1,5,5,1,2,5,1,4,2,1,3,2,1,3,3,2,1,2,3,1,5,5,3,3,1,3,5,4020189.917
3868,07/18/2011,Şanlıurfa,Other,FC,3,2,3,3,1,2,5,4,4,5,2,4,4,0,0,0,0,0,1,4,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3280551.337
3869,06/05/1999,Kırıkkale,Other,IL,2,4,4,3,2,2,5,4,5,5,3,5,5,3,2,0,0,0,1,5,1,1,5,0,0,0,1,2,3,5,1,4,0,4,0,0,1,4776876.989
3870,02/29/2012,Kırklareli,Other,FC,3,4,4,3,2,1,5,4,5,5,4,5,5,0,0,0,0,0,3,4,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2899217.763
3871,02/11/1998,Bursa,Other,FC,4,5,3,4,1,2,1,5,5,5,2,5,5,0,0,5,4,0,15,3,1,3,1,0,5,0,0,1,2,0,0,5,0,0,5,0,0,3440583.636
3872,04/26/2013,Niğde,Other,FC,3,4,3,4,2,1,5,5,4,5,5,4,5,1,0,0,1,3,4,4,2,1,4,0,4,0,5,3,3,0,0,4,0,0,4,3,0,3940692.123
3873,07/16/2012,Konya,Other,IL,3,5,4,4,1,4,5,4,5,5,3,5,5,3,4,5,3,0,2,5,2,2,3,4,4,4,3,3,2,5,1,2,2,3,4,3,2,3956849.578
3874,02/26/2011,Gaziantep,Other,FC,4,5,4,4,1,2,5,5,5,5,1,4,5,2,2,3,1,0,3,2,1,4,4,1,1,1,1,2,2,4,0,3,2,0,4,3,1,4223091.658
3875,09/07/2010,İstanbul,Big Cities,FC,4,5,4,5,3,4,5,4,4,4,1,3,5,0,5,3,3,5,3,5,5,5,3,0,5,2,3,5,2,5,5,0,2,4,4,4,2,3974877.383
3876,01/22/2013,İstanbul,Big Cities,IL,3,5,3,5,4,2,5,5,4,4,2,4,3,3,5,5,3,4,10,15,3,4,2,3,3,0,1,3,10,5,4,4,0,4,4,5,3,2847927.97
3877,10/24/2006,İstanbul,Big Cities,FC,12,7.5,6,4,4,4,10,10,8,10,4,8,7.5,0,0,0,0,0,20,3,3,3,5,0,0,0,0,2.5,7.5,0,0,0,0,0,0,0,0,4632898.189
3878,08/14/2009,Ankara,Big Cities,IL,9,7.5,4,7.5,4,4,5,2,5,8,10,2,6,9,0,15,0,0,25,15,15,1,5,10,0,0,0,7.5,3,5,0,0,0,0,0,20,0,5179784.285
3879,12/23/2005,Artvin,Other,IL,5,5,4,4,1,1,5,5,4,4,2,4,4,3,4,4,4,4,5,3,1,4,3,3,0,1,4,5,3,5,4,3,0,5,5,5,4,4276485.703
